Entry,Hydrolase,Receptor,Structural protein,Transcription factor,Transport protein
Q96ER9,0,0,0,0,1
Q6ZMH5,0,0,0,0,1
Q9H4Q4,0,0,0,1,0
Q9H2H9,0,0,0,0,1
P09238,1,0,0,0,0
P78357,0,1,0,0,0
O76002,0,1,0,0,0
Q9NZJ9,1,0,0,0,0
A0A024RBG1,1,0,0,0,0
Q15334,0,0,1,0,0
Q8WZA6,0,1,0,0,0
O95989,1,0,0,0,0
Q96RE9,0,0,0,1,0
Q96D21,1,0,0,0,0
Q9BVA6,1,0,0,0,0
P51398,1,0,1,0,0
Q02575,0,0,0,1,0
Q8TAU0,0,0,0,1,0
Q6P1L6,0,0,0,1,0
P18847,0,0,0,1,0
P09093,1,0,0,0,0
P08861,1,0,0,0,0
Q02577,0,0,0,1,0
Q9NRY4,1,0,0,0,0
P23409,0,0,0,1,0
Q01668,0,0,0,0,1
Q12837,0,0,0,1,0
Q8NGL3,0,1,0,0,0
Q08043,0,0,1,0,0
Q01484,0,0,1,0,0
O60494,0,1,0,0,0
P22105,0,0,1,0,0
Q96RJ0,0,1,0,0,0
Q99766,0,0,0,0,1
Q8NDA2,0,1,0,0,0
Q5T0F9,0,0,0,1,0
Q8WYK2,0,0,0,1,0
Q969J5,0,1,0,0,0
Q99832,1,0,0,0,0
Q15672,0,0,0,1,0
Q6EIG7,0,1,0,0,0
O15409,0,0,0,1,0
Q9H334,0,0,0,1,0
Q9NRR4,1,0,0,0,0
Q969G2,0,0,0,1,0
O95631,0,0,0,1,0
P10745,1,0,0,0,0
O94925,1,0,0,0,0
O14647,1,0,0,0,0
Q9BTP6,0,0,0,1,0
O95476,1,0,0,0,0
O00206,0,1,0,0,0
Q9H4L5,0,0,0,0,1
Q9Y2M0,1,0,0,0,0
P12036,0,0,1,0,0
P59543,0,1,0,0,0
P02461,0,0,1,0,0
Q9NSD4,0,0,0,1,0
Q01851,0,0,0,1,0
P32243,0,0,0,1,0
P32242,0,0,0,1,0
P17029,0,0,0,1,0
P11161,0,0,0,1,0
Q9Y5A6,0,0,0,1,0
Q8TCB6,0,1,0,0,0
Q8IVH2,0,0,0,1,0
Q9H2C1,0,0,0,1,0
Q8NEA6,0,0,0,1,0
P17181,0,1,0,0,0
Q9H209,0,1,0,0,0
P46089,0,1,0,0,0
Q5VXI9,1,0,0,0,0
Q9BXT2,0,0,0,0,1
Q8NI17,0,1,0,0,0
P03923,0,0,0,0,1
Q6ZWK6,1,0,0,0,0
Q9UL52,1,0,0,0,0
Q6ZMR5,1,0,0,0,0
O00712,0,0,0,1,0
Q9H161,0,0,0,1,0
Q86W56,1,0,0,0,0
P08910,1,1,0,1,0
Q13469,0,0,0,1,0
Q9UBC0,0,0,0,1,0
P46095,0,1,0,0,0
P41968,0,1,0,0,0
P48048,0,0,0,0,1
O95977,0,1,0,0,0
Q9P0L9,0,1,0,0,1
P56373,0,1,0,0,1
Q9H4E5,1,0,0,0,0
Q99542,1,0,0,0,0
Q13478,1,1,0,0,0
Q9UJ90,0,0,0,0,1
O76001,0,1,0,0,0
Q9NZA1,0,0,0,0,1
P31277,0,0,0,1,0
P15036,0,0,0,1,0
Q0ZGT2,0,0,1,0,0
Q12908,0,0,0,0,1
Q8NCS7,0,0,0,0,1
P62847,0,0,1,0,0
O75161,0,0,1,0,0
Q9UBY5,0,1,0,0,0
Q6ZR52,0,0,0,1,0
P47775,0,1,0,0,0
P00846,0,0,0,0,1
Q8NHC8,0,1,0,0,0
Q96P68,0,1,0,0,0
Q86V24,0,1,0,0,0
P56180,1,0,0,0,1
Q6XPS3,1,0,0,0,1
Q9Y2T5,0,1,0,0,0
Q8NH41,0,1,0,0,0
Q9UID6,0,0,0,1,0
Q07075,1,0,0,0,0
P03897,0,0,0,0,1
P14652,0,0,0,1,0
Q504Q3,1,0,0,0,0
Q9H3D4,0,0,0,1,0
Q96P47,1,0,0,0,0
P59551,0,1,0,0,0
Q9H1P3,0,0,0,0,1
P52945,0,0,0,1,0
Q9UJA3,1,0,0,0,0
Q9NRA0,0,1,0,0,0
O14646,1,0,0,0,0
Q96GS6,1,0,0,0,0
Q8NGB8,0,1,0,0,0
P08100,0,1,0,0,0
Q9NNX1,0,0,1,0,0
Q9HC97,0,1,0,0,0
Q9H816,1,0,0,0,0
Q8NGA4,0,1,0,0,0
O75388,0,1,0,0,0
Q9NQL9,0,0,0,1,0
Q6NYC1,0,1,0,0,0
Q8NGI3,0,1,0,0,0
Q93009,1,0,0,0,0
A0A2R8Y4L6,0,1,0,0,0
Q9Y5B8,1,0,0,0,0
Q13835,0,0,1,0,0
Q8NGZ3,0,1,0,0,0
Q9NZP0,0,1,0,0,0
Q8NGG5,0,1,0,0,0
Q9UQR1,0,0,0,1,0
P55061,0,0,0,0,1
Q9Y4X4,0,0,0,1,0
Q9BZG1,1,0,0,0,0
Q8NG84,0,1,0,0,0
Q99708,1,0,0,0,0
Q5W064,1,0,0,0,0
Q8IYM2,1,0,0,0,0
P28566,0,1,0,0,0
Q3ZCN5,1,0,1,0,0
A6NET4,0,1,0,0,0
P17030,0,0,0,1,0
Q92560,1,0,0,0,0
Q8WWZ4,1,0,0,0,1
P26717,0,1,0,0,0
O43908,0,1,0,0,0
P17014,0,0,0,1,0
Q8NDW4,0,0,0,1,0
Q6P2D0,0,0,0,1,0
Q06730,0,0,0,1,0
P0C7V7,1,0,0,0,0
Q9BW62,1,0,0,0,0
A0A1W2PPM1,0,0,0,1,0
Q8NGH6,0,1,0,0,0
Q15306,0,0,0,1,0
A0A1W2PPF3,0,0,0,1,0
P18545,1,0,0,0,0
Q9H4L7,1,0,0,0,0
Q9H3R1,1,0,0,0,0
P48436,0,0,0,1,0
P07478,1,0,0,0,0
P17980,1,0,0,0,0
O75417,1,0,0,0,0
Q3C1V8,0,0,0,1,0
Q12950,0,0,0,1,0
Q3SYB3,0,0,0,1,0
Q6VB84,0,0,0,1,0
Q5VV16,0,0,0,1,0
Q8WXT5,0,0,0,1,0
Q9NU39,0,0,0,1,0
P05556,0,1,0,0,0
Q7Z353,0,0,0,1,0
O60911,1,0,0,0,0
O43361,0,0,0,1,0
P17021,0,0,0,1,0
Q8NEK5,0,0,0,1,0
Q96PB8,0,1,0,0,0
O96004,0,0,0,1,0
Q8N139,1,0,0,0,1
Q2M385,0,0,0,0,1
O00300,0,1,0,0,0
Q5VST6,1,0,0,0,0
Q7RTU5,0,0,0,1,0
Q96P67,0,1,0,0,0
P14859,0,0,0,1,0
Q86UZ6,0,0,0,1,0
Q96PE6,0,0,0,1,0
Q8NGC8,0,1,0,0,0
P08172,0,1,0,0,0
A6NMZ5,0,1,0,0,0
Q8NGN0,0,1,0,0,0
P35368,0,1,0,0,0
Q08AM6,0,1,0,0,0
Q8NGN1,0,1,0,0,0
Q9H0U4,1,0,0,0,0
Q969V1,0,1,0,0,0
Q16348,0,0,0,0,1
Q92928,1,0,0,0,0
Q7L266,1,0,0,0,0
P03891,0,0,0,0,1
Q8NHM4,1,0,0,0,0
P07477,1,0,0,0,0
Q14847,0,0,0,0,1
Q9UHM6,0,1,0,0,0
Q96AK3,1,0,0,0,0
Q9UH17,1,0,0,0,0
Q9NRW3,1,0,0,0,0
Q99081,0,0,0,1,0
Q96AH8,1,0,0,0,0
P55265,1,0,0,0,0
Q9UKH3,0,0,1,0,0
P61570,0,0,1,0,0
Q902F9,0,0,1,0,0
O71037,0,0,1,0,0
Q69384,0,0,1,0,0
Q902F8,0,0,1,0,0
P51679,0,1,0,0,0
P07711,1,0,0,0,0
P35609,0,0,1,0,0
P46199,1,0,0,0,0
Q13029,0,0,0,1,0
P15923,0,0,0,1,0
Q13568,0,0,0,1,0
Q8N608,1,0,0,0,0
Q8TDS7,0,1,0,0,0
Q5VWK5,0,1,0,0,0
Q96A29,0,0,0,0,1
P09543,1,0,0,0,0
P01730,0,1,1,0,0
P49019,0,1,0,0,0
Q8TDS4,0,1,0,0,0
Q12974,1,0,0,0,0
P23416,0,1,0,0,1
Q01546,0,0,1,0,0
Q9NXL9,1,0,0,0,0
Q7RTU3,0,0,0,1,0
Q8NGR4,0,1,0,0,0
Q9Y5X5,0,1,0,0,0
Q9C075,0,0,1,0,0
Q6XYB7,0,0,0,1,0
P23508,0,1,0,0,0
Q92952,0,0,0,0,1
O60437,0,0,1,0,0
Q8WZ92,0,1,0,0,0
Q6SJ93,1,0,0,0,0
Q9UBP0,1,0,0,0,0
Q9UQL6,1,0,0,1,0
P35321,0,0,1,0,0
P33032,0,1,0,0,0
Q9ULY5,0,1,0,0,0
Q53GI3,0,0,0,1,0
Q96CX3,0,0,0,1,0
P35869,0,1,0,1,0
Q8IYL9,0,1,0,0,0
O95800,0,1,0,0,0
Q99679,0,1,0,0,0
P25929,0,1,0,0,0
Q86TL0,1,0,0,0,0
Q8NDV2,0,1,0,0,0
P09630,0,0,0,1,0
Q68CJ9,0,0,0,1,0
Q9BXW6,0,0,0,0,1
Q8IYA7,0,0,0,1,0
Q9NYW8,0,0,0,1,0
Q13401,1,0,0,0,0
O15535,0,0,0,1,0
P11229,1,1,0,0,0
Q96PH1,0,0,0,0,1
P50391,0,1,0,0,0
P0DQD5,0,1,0,0,0
Q14541,0,1,0,1,0
Q8NGJ3,0,1,0,0,0
Q15722,0,1,0,0,0
P0DPD6,1,0,0,0,0
P52743,0,0,0,1,0
Q9BX82,0,0,0,1,0
Q96N38,0,0,0,1,0
Q6PIL6,0,0,0,0,1
O43603,0,1,0,0,0
Q15797,0,0,0,1,0
Q9NTQ9,0,0,0,0,1
O76000,0,1,0,0,0
Q86XP3,1,0,0,0,0
Q9UGM1,0,1,0,0,1
O95377,0,0,0,0,1
P08034,0,0,0,0,1
P58173,0,1,0,0,0
Q9GZK3,0,1,0,0,0
O43364,0,0,0,1,0
P54829,1,0,0,0,0
Q8NEL9,1,0,0,0,0
P32302,0,1,0,0,0
Q9UPQ3,1,0,0,0,0
O00591,0,1,0,0,1
O75443,0,0,1,0,0
Q8NE79,0,0,1,0,0
Q9BQK8,1,0,0,0,0
Q14693,1,0,0,0,0
Q92539,1,0,0,0,0
O75603,0,0,0,1,0
Q6NVH7,1,0,0,0,0
Q2Y0W8,0,0,0,0,1
Q9UFF9,1,0,0,0,0
Q9UIV1,1,0,0,0,0
Q99572,0,1,0,0,1
Q14469,0,0,0,1,0
Q9Y473,0,0,0,1,0
Q16478,0,1,0,0,1
Q9NRZ9,1,0,0,0,0
Q96PT4,0,0,0,1,0
Q96PT3,0,0,0,1,0
Q9NY72,0,0,0,0,1
Q14721,0,0,0,0,1
O75462,0,1,0,0,0
Q3LI83,0,0,1,0,0
Q08629,0,0,1,0,0
Q8IVL1,1,0,0,0,0
P52848,1,0,0,0,0
P36888,0,1,0,0,0
O43157,0,1,0,0,0
P61952,1,0,0,0,0
Q04721,0,1,0,0,0
Q9ULD8,0,0,0,0,1
P51508,0,0,0,1,0
Q6W5P4,0,1,0,0,0
Q9BXC1,0,1,0,0,0
P53007,0,0,0,0,1
Q8IY34,0,0,0,0,1
Q9P0J1,1,0,0,0,0
Q7Z340,0,0,0,1,0
O15527,1,0,0,0,0
Q92886,0,0,0,1,0
O75460,1,0,0,0,0
Q9UEF7,1,0,0,0,0
P56915,0,0,0,1,0
Q8NBV4,1,0,0,0,0
P40818,1,0,0,0,0
Q86YG4,1,0,0,0,0
Q14152,0,0,1,0,0
O15145,0,0,1,0,0
P58397,1,0,0,0,0
Q9UC07,0,0,0,1,0
Q9H0M5,0,0,0,1,0
P22736,0,1,0,1,0
Q9NVA4,0,0,0,0,1
P43354,0,1,0,1,0
Q92570,0,1,0,1,0
Q9NP08,0,0,0,1,0
Q92786,0,0,0,1,0
P23527,0,0,1,0,0
Q93079,0,0,1,0,0
Q5QNW6,0,0,1,0,0
Q8N257,0,0,1,0,0
O96000,0,0,0,0,1
Q9H3N8,0,1,0,0,0
P35998,1,0,0,0,0
Q14324,0,0,1,0,0
Q9H6R0,1,0,0,0,0
Q99685,1,0,0,0,0
P07900,1,0,0,0,0
Q14568,1,0,0,0,0
Q58FF7,1,0,0,0,0
P08238,1,0,0,0,0
Q58FF8,1,0,0,0,0
Q96FI4,1,0,0,0,0
Q969S2,1,0,0,0,0
P18887,1,0,0,0,0
Q5TA45,1,0,0,0,0
P09960,1,0,0,0,0
Q99880,0,0,1,0,0
Q9H6B9,1,0,0,0,0
Q09FC8,0,0,0,1,0
Q68DE3,0,0,0,1,0
P50991,1,0,0,0,0
Q6DRA6,0,0,1,0,0
Q6DN03,0,0,1,0,0
P06899,0,0,1,0,0
Q16778,0,0,1,0,0
O60814,0,0,1,0,0
P62807,0,0,1,0,0
P57053,0,0,1,0,0
Q14896,0,0,1,0,0
A6NHT5,0,0,0,1,0
Q6PCB6,1,0,0,0,0
P33778,0,0,1,0,0
Q99877,0,0,1,0,0
Q00872,0,0,1,0,0
P58876,0,0,1,0,0
Q99879,0,0,1,0,0
Q9HCF6,0,0,0,0,1
P35670,1,0,0,0,1
Q96HU8,1,0,0,0,0
O95057,1,0,0,0,0
Q96A08,0,0,1,0,0
Q15678,1,0,0,0,0
Q8NDX2,0,0,0,0,1
O43920,0,0,0,0,1
O00270,0,1,0,0,0
Q9BV94,1,0,0,0,0
P24043,0,0,1,0,0
Q8IWT1,0,0,0,0,1
A6NN14,0,0,0,1,0
Q96H72,0,0,0,0,1
Q7L3S4,0,0,0,1,0
Q96JG9,0,0,0,1,0
Q96JP5,0,0,0,1,0
P16278,1,0,0,0,0
Q96EK4,0,0,0,1,0
Q9H013,1,0,0,0,0
Q9C0D7,1,0,0,0,0
Q7L8A9,1,0,0,0,0
Q8NCM2,0,0,0,0,1
P30041,1,0,0,0,0
P11912,0,1,0,0,0
Q9UKP4,1,0,0,0,0
Q7Z602,0,1,0,0,0
P51970,0,0,0,0,1
Q9Y4D2,1,0,0,0,0
Q9BQ39,1,0,0,0,0
Q9NR30,1,0,0,0,0
O43566,1,0,0,0,0
Q14833,0,1,0,0,0
Q8NCG7,1,0,0,0,0
Q9BXB1,0,1,0,0,0
A6NK75,0,0,0,1,0
Q96H40,0,0,0,1,0
Q8NEM1,0,0,0,1,0
O75437,0,0,0,1,0
P16066,0,1,0,0,0
Q9NZP8,1,0,0,0,0
O60404,0,1,0,0,0
Q13510,1,0,0,0,0
O43280,1,0,0,0,0
A6NFQ7,0,0,0,1,0
Q05481,0,0,0,1,0
P13497,1,0,0,0,0
O94782,1,0,0,0,0
P39019,0,0,1,0,0
O00634,0,0,0,1,0
P09001,0,0,1,0,0
Q9UP95,0,0,0,0,1
Q7Z3V5,0,0,0,1,0
Q5ST30,1,0,0,0,0
Q06710,0,1,0,1,0
Q3LI81,0,0,1,0,0
Q3KNS6,0,0,0,1,0
Q16520,0,0,0,1,0
Q86WV6,0,0,0,0,1
O60603,0,1,0,0,0
Q96RD3,0,1,0,0,0
Q96FT7,0,0,0,0,1
Q9UL03,0,1,0,0,0
P29274,0,1,0,0,0
Q9Y496,1,0,0,0,0
P10914,0,0,0,1,0
Q9P275,1,0,0,0,0
Q8NE71,1,0,0,0,0
Q9ULM6,1,0,0,0,0
P62424,0,0,1,0,0
Q16549,1,0,0,0,0
Q9NZ71,1,0,0,0,0
Q5JRS4,0,1,0,0,0
Q9H1V8,0,0,0,0,1
Q9H2J7,0,0,0,0,1
Q9NR99,0,0,1,0,0
P27695,1,0,0,0,0
P26038,0,0,1,0,0
Q9BRP0,0,0,0,1,0
Q09428,1,1,0,0,1
P42677,0,0,1,0,0
Q71UM5,0,0,1,0,0
Q16875,1,0,0,0,0
P23109,1,0,0,0,0
Q8WWV6,0,1,0,0,0
Q8NH56,0,1,0,0,0
Q13084,0,0,1,0,0
Q96BD0,0,0,0,0,1
P03901,0,0,0,0,1
Q8TF66,0,1,0,0,0
Q9UKV5,0,1,0,0,0
P07359,0,1,0,0,0
P20138,0,1,0,0,0
Q32ZL2,1,0,0,0,0
Q8TDQ1,0,1,0,0,0
Q96AB6,1,0,0,0,0
Q16825,1,0,0,0,0
Q9UIW2,0,1,0,0,0
Q96SR6,0,0,0,1,0
Q2TB10,0,0,0,1,0
P08842,1,0,0,0,0
P35606,0,0,1,0,0
Q9Y276,1,0,0,0,0
Q8TAI7,1,0,0,0,0
P54578,1,0,0,0,0
P03886,0,0,0,0,1
P06127,0,1,0,0,0
P82663,0,0,1,0,0
Q8IVH4,1,0,0,0,0
Q8TDN1,0,0,0,0,1
Q9Y5R6,0,0,0,1,0
Q03468,1,0,0,0,0
Q8NGP3,0,1,0,0,0
A6NJZ3,0,1,0,0,0
P0DMS8,0,1,0,0,0
Q9BZS1,0,0,0,1,0
Q8NHC7,0,1,0,0,0
Q7L523,1,0,0,0,0
P50461,0,0,1,0,0
P21291,0,0,1,0,0
P98161,0,1,0,0,1
P53985,0,0,0,0,1
P47871,0,1,0,0,0
P58401,0,1,0,0,0
Q53H76,1,0,0,0,0
P62851,0,0,1,0,0
P30050,0,0,1,0,0
P14649,0,0,1,0,0
Q9NTK5,1,0,0,0,0
Q9NQW7,1,0,0,0,0
P46531,0,1,0,0,0
O60669,0,0,0,0,1
Q9P1Z0,0,0,0,1,0
Q9BQA5,0,0,0,1,0
Q66K79,1,0,0,0,0
P22304,1,0,0,0,0
Q14147,1,0,0,0,0
Q7L0Q8,1,0,0,0,0
P29122,1,0,0,0,0
Q96L33,1,0,0,0,0
P30542,0,1,0,0,0
Q9Y6W6,1,0,0,0,0
Q6UXT9,1,0,0,0,0
Q53HV7,1,0,0,0,0
O15375,0,0,0,0,1
Q9UK80,1,0,0,0,0
Q8NGX6,0,1,0,0,0
P36402,0,0,0,1,0
Q9HCS4,0,0,0,1,0
Q9NQB0,0,0,0,1,0
P03928,0,0,0,0,1
Q9UJU2,0,0,0,1,0
O76081,1,0,0,0,0
P36894,0,1,0,0,0
Q8IUR6,0,0,0,1,0
Q49AA0,0,0,0,1,0
Q15382,1,0,0,0,0
Q53GG5,0,0,1,0,0
Q2M3W8,0,0,0,1,0
O14753,0,0,0,1,0
O00110,0,0,0,1,0
Q9Y6L7,1,0,0,0,0
P05388,0,0,1,0,0
Q8NHW5,0,0,1,0,0
P23258,0,0,1,0,0
Q9NRH3,0,0,1,0,0
Q01101,0,0,0,1,0
Q96T92,0,0,0,1,0
Q9HBE5,0,1,0,0,0
Q9NR82,0,0,0,0,1
Q99459,0,0,0,1,0
Q9NTJ3,1,0,0,0,0
P63173,0,0,1,0,0
P36915,1,0,1,0,0
Q9UM00,0,0,0,0,1
Q9ULX5,1,0,0,0,0
O15232,0,0,1,0,0
Q5VYV0,0,0,0,1,0
Q99853,0,0,0,1,0
Q685J3,0,0,1,0,0
Q8N2S1,0,1,0,0,0
P0C629,0,1,0,0,0
Q01432,1,0,0,0,0
Q9NRE2,0,0,0,1,0
Q63HK5,0,0,0,1,0
Q6ZSZ6,0,0,0,1,0
Q6ZVX9,0,1,0,0,0
Q86UW6,1,0,0,0,0
P0C5Z0,0,0,1,0,0
P0C5Y9,0,0,1,0,0
Q9H4S2,0,0,0,1,0
O43623,0,0,0,1,0
Q9NQ03,0,0,0,1,0
Q9BWW7,0,0,0,1,0
Q99684,0,0,0,1,0
Q5VTD9,0,0,0,1,0
Q3KNW1,0,0,0,1,0
O95863,0,0,0,1,0
Q9Y5R2,1,0,0,0,0
P15822,0,0,0,1,0
Q5FWF4,1,0,0,0,0
Q16099,0,1,0,0,1
Q9UHW5,1,0,0,0,0
P82932,0,0,1,0,0
P17405,1,0,0,0,0
Q96T55,0,0,0,0,1
Q9NYW1,0,1,0,0,0
Q5HYK9,0,0,0,1,0
P14868,1,0,0,0,0
O76031,1,0,0,0,0
Q6PK57,1,0,0,0,0
P04198,0,0,0,1,0
O94916,0,0,0,1,0
Q9UG63,1,0,0,0,0
Q6AHZ1,0,0,0,1,0
O75751,0,0,0,0,1
P14672,0,0,0,0,1
Q6ZSM3,0,0,0,0,1
Q8TDN7,1,0,0,0,0
Q8NGH9,0,1,0,0,0
Q9NRR6,1,0,0,0,0
Q9HCE1,1,0,0,0,0
P62249,0,0,1,0,0
P28336,0,1,0,0,0
Q9Y3E5,1,0,0,0,0
P17342,0,1,0,0,0
Q9UKW6,0,0,0,1,0
P17020,0,0,0,1,0
Q8TC21,0,0,0,1,0
Q9NWS9,0,0,0,1,0
Q9HBX8,0,1,0,0,0
A8MTQ0,0,0,0,1,0
P41250,1,0,0,0,0
Q8IY26,1,0,0,0,0
Q9HB31,0,0,0,1,0
Q8N859,0,0,0,1,0
Q8NGA5,0,1,0,0,0
P46776,0,0,1,0,0
Q6PIU1,0,0,0,0,1
O75694,0,0,1,0,0
Q8N130,0,0,0,0,1
Q9NP77,1,0,0,0,0
Q86WA9,0,0,0,0,1
O95644,0,0,0,1,0
P51805,0,1,0,0,0
Q99678,0,1,0,0,0
P40238,0,1,0,0,0
Q9Y625,0,1,0,0,0
P09917,1,0,0,0,0
Q92562,1,0,0,0,0
Q96IT1,0,0,0,1,0
P22794,0,1,0,0,0
Q9H2C5,0,1,0,0,0
Q92841,1,0,0,0,0
Q8TDU9,0,1,0,0,0
P0C7T2,0,1,0,0,0
Q9Y2Q0,1,0,0,0,1
Q9Y666,0,0,0,0,1
P49795,1,0,0,0,0
B7ZC32,1,0,0,0,0
P17706,1,0,0,0,0
A6NIE9,1,0,0,0,0
O15244,0,0,0,0,1
O15245,0,0,0,0,1
P20807,1,0,1,0,0
Q8NGK2,0,1,0,0,0
P46781,0,0,1,0,0
P60602,0,0,0,0,1
P17022,0,0,0,1,0
Q8N413,0,0,0,0,1
P14316,0,0,0,1,0
P18206,0,0,1,0,0
P33908,1,0,0,0,0
Q8NGQ4,0,1,0,0,0
P63211,1,0,0,0,0
Q6ZN92,1,0,0,0,0
P49796,1,0,0,0,0
Q2M5E4,1,0,0,0,0
Q8IVL0,1,0,0,0,0
P33897,1,0,0,0,1
Q96L42,0,0,0,0,1
Q9UQ05,0,0,0,0,1
Q8NAC3,0,1,0,0,0
Q8WVQ1,1,0,0,0,0
Q12959,1,0,1,0,0
Q12809,0,0,0,0,1
Q9NS40,0,0,0,0,1
Q9H252,0,0,0,0,1
Q16527,0,0,1,0,0
Q9NQH7,1,0,0,0,0
Q96BY7,0,0,0,0,1
Q8WY07,0,0,0,0,1
Q9H6D3,0,0,0,0,1
P28476,0,1,0,0,1
O14815,1,0,0,0,0
Q14525,0,0,1,0,0
Q15323,0,0,1,0,0
P16157,0,0,1,0,0
P48146,0,1,0,0,0
P59536,0,1,0,0,0
Q9BSA4,0,0,0,0,1
Q9P0K1,1,1,0,0,0
Q96N77,0,0,0,1,0
P35249,1,0,0,0,0
P60763,1,0,0,0,0
P63000,1,0,0,0,0
P15153,1,0,0,0,0
Q8NC01,0,1,0,0,0
Q96P65,0,1,0,0,0
P24310,0,0,0,0,1
P57729,1,0,0,0,0
P48741,1,0,0,0,0
P17066,1,0,0,0,0
P83110,1,0,0,0,0
Q99958,0,0,0,1,0
Q12948,0,0,0,1,0
Q9H244,0,1,0,0,0
P82912,0,0,1,0,0
Q8TF39,0,0,0,1,0
Q9Y2Y8,0,0,1,0,0
Q9P126,0,1,0,0,0
Q9NZS2,0,1,0,0,0
P0DV77,0,0,0,1,0
Q17RH7,0,0,0,1,0
Q9P0S9,0,0,0,0,1
Q9NZQ8,0,0,0,0,1
Q9ULV5,0,0,0,1,0
Q9Y603,0,0,0,1,0
Q9UGQ3,0,0,0,0,1
Q5JNZ3,0,0,0,1,0
O60733,1,0,0,0,0
Q9H1M0,0,0,1,0,0
Q9UDV7,0,0,0,1,0
Q9P2N4,1,0,0,0,0
Q96BI1,0,0,0,0,1
A1A5B4,0,0,0,0,1
Q8NGT1,0,1,0,0,0
Q9UIG8,0,0,0,0,1
Q8NGA6,0,1,0,0,0
P48039,0,1,0,0,0
Q9BY15,0,1,0,0,0
O60504,0,0,1,0,0
P10696,1,0,0,0,0
P09923,1,0,0,0,0
Q8WXQ8,1,0,0,0,0
Q8TF45,0,0,0,1,0
P42261,0,1,0,0,1
Q8NFW5,0,0,0,1,0
P62979,0,0,1,0,0
P62987,0,0,1,0,0
Q86W34,1,0,0,0,0
Q68G74,0,0,0,1,0
Q15116,0,1,0,0,0
Q92743,1,0,0,0,0
P14651,0,0,0,1,0
O43365,0,0,0,1,0
Q8N895,0,0,0,1,0
Q70Z44,0,1,0,0,1
P42262,0,1,0,0,1
Q8NGF3,0,1,0,0,0
Q14802,0,0,0,0,1
Q494W8,0,1,0,0,1
Q16650,0,0,0,1,0
P62861,0,0,1,0,0
O95936,0,0,0,1,0
P09936,1,0,0,0,0
Q02505,0,0,1,0,0
Q8NGL9,0,1,0,0,0
Q8NB15,0,0,0,1,0
Q16649,0,0,0,1,0
P06280,1,0,0,0,0
Q9NRE1,1,0,0,0,0
Q5VV17,1,0,0,0,0
Q9NSD7,0,1,0,0,0
Q14916,0,0,0,0,1
Q8NB49,1,0,0,0,1
P63220,0,0,1,0,0
Q8NGM1,0,1,0,0,0
P48378,0,0,0,1,0
P26367,0,0,0,1,0
Q7Z4V0,0,0,0,1,0
O14495,1,0,0,0,0
Q9Y2W7,0,0,0,1,1
O43315,0,0,0,0,1
P47881,0,1,0,0,0
P20718,1,0,0,0,0
Q5T890,1,0,0,0,0
P10144,1,0,0,0,0
Q8N8Q1,0,0,0,0,1
P08311,1,0,0,0,0
Q9UL58,0,0,0,1,0
Q9BYT1,0,0,0,0,1
Q9BXJ8,0,0,0,0,1
P24530,0,1,0,0,0
Q96B86,0,1,0,0,0
Q99466,0,1,0,0,0
Q8NFT8,0,1,0,0,0
P16284,0,1,0,0,0
Q9H4A9,1,0,0,0,0
Q5UAW9,0,1,0,0,0
P07339,1,0,0,0,0
Q9H4B8,1,0,0,0,0
Q8NGQ2,0,1,0,0,0
P0C7P4,0,0,0,0,1
Q4J6C6,1,0,0,0,0
Q6IEV9,0,1,0,0,0
O43638,0,0,0,1,0
Q9Y3Z3,1,0,0,0,0
Q14549,0,0,0,1,0
Q7Z2D5,1,0,0,0,0
Q9Y4A9,0,1,0,0,0
Q9UHI8,1,0,0,0,0
P35916,0,1,0,0,0
Q8WU67,1,0,0,0,0
Q9UBX7,1,0,0,0,0
P17676,0,0,0,1,0
Q8N8C0,0,0,0,1,0
Q9HBU1,0,0,0,1,0
Q9ULW2,0,1,0,0,0
Q92995,1,0,0,0,0
Q8TEB9,1,0,0,0,0
O43688,1,0,0,0,0
Q8NH87,0,1,0,0,0
P0C7N8,0,1,0,0,0
P13569,1,0,0,0,1
P35713,0,0,0,1,0
P00740,1,0,0,0,0
P41220,1,0,0,0,0
O75030,0,0,0,1,0
E9PGG2,0,0,0,1,0
Q6UVK1,0,1,0,0,0
P07766,0,1,0,0,0
P84095,1,0,0,0,0
P35968,0,1,0,0,0
O75362,0,0,0,1,0
P17900,1,0,0,0,1
P28039,1,0,0,0,0
A3KMH1,1,0,0,0,0
Q6ZRS2,1,0,0,0,0
Q05066,0,0,0,1,0
P05496,0,0,0,0,1
Q13572,1,0,0,0,0
Q6UXL0,0,1,0,0,0
P60953,1,0,0,0,0
Q71RS6,0,0,0,0,1
P48380,0,0,0,1,0
Q6PIW4,1,0,0,0,0
Q86UE3,0,0,0,1,0
Q86VZ1,0,1,0,0,0
O43448,0,0,0,0,1
Q96FE5,0,1,0,0,0
Q99720,0,1,0,0,0
Q92611,1,0,0,0,0
Q9UQQ1,1,0,0,0,0
Q03014,0,0,0,1,0
Q9NPC7,0,0,0,1,0
Q08116,1,0,0,0,0
Q17R31,1,0,0,0,0
P15309,1,0,0,0,0
P12109,0,0,1,0,0
Q9UJW8,0,0,0,1,0
P21128,1,0,0,0,0
Q12891,1,0,0,0,0
Q9HC96,1,0,0,0,0
P62945,0,0,1,0,0
O95407,0,1,0,0,0
